"","year","week","x","y","eggs"
"1373",2024,37,-89.5616302490234,20.9624290466309,19
"1374",2024,36,-89.5616302490234,20.9624290466309,21
"1375",2024,35,-89.561393737793,20.9629020690918,20
"1376",2024,37,-89.561393737793,20.9629020690918,40
"1377",2024,36,-89.561393737793,20.9629020690918,14
"1378",2024,38,-89.561393737793,20.9629020690918,32
"1379",2024,35,-89.5609741210938,20.9625492095947,12
"1380",2024,38,-89.5609741210938,20.9625492095947,9
"1381",2024,36,-89.5609741210938,20.9625492095947,12
"1382",2024,37,-89.5609741210938,20.9625492095947,31
"1383",2024,35,-89.5609664916992,20.9623222351074,27
"1384",2024,38,-89.5609664916992,20.9623222351074,24
"1385",2024,36,-89.5609664916992,20.9623222351074,20
"1386",2024,37,-89.5609664916992,20.9623222351074,29
"1387",2024,35,-89.5604629516602,20.9601421356201,17
"1388",2024,38,-89.5604629516602,20.9601421356201,53
"1389",2024,36,-89.5604629516602,20.9601421356201,33
"1390",2024,37,-89.5604629516602,20.9601421356201,45
"1391",2024,35,-89.5608673095703,20.9600048065186,29
"1392",2024,37,-89.5608673095703,20.9600048065186,27
"1393",2024,36,-89.5608673095703,20.9600048065186,25
"1394",2024,38,-89.5608673095703,20.9600048065186,72
"1395",2024,35,-89.5607376098633,20.9605979919434,42
"1396",2024,38,-89.5607376098633,20.9605979919434,41
"1397",2024,36,-89.5607376098633,20.9605979919434,31
"1398",2024,37,-89.5607376098633,20.9605979919434,62
"1399",2024,35,-89.560417175293,20.9603500366211,28
"1400",2024,38,-89.560417175293,20.9603500366211,28
"1401",2024,37,-89.560417175293,20.9603500366211,19
"1402",2024,36,-89.560417175293,20.9603500366211,88
"1403",2024,35,-89.5634002685547,20.9613971710205,32
"1404",2024,38,-89.5634002685547,20.9613971710205,36
"1405",2024,37,-89.5634002685547,20.9613971710205,56
"1406",2024,36,-89.5634002685547,20.9613971710205,17
"1407",2024,35,-89.5629577636719,20.961462020874,26
"1408",2024,37,-89.5629577636719,20.961462020874,39
"1409",2024,36,-89.5629577636719,20.961462020874,8
"1410",2024,38,-89.5629577636719,20.961462020874,19
"1411",2024,35,-89.5636825561523,20.9609699249268,37
"1412",2024,38,-89.5636825561523,20.9609699249268,32
"1413",2024,37,-89.5636825561523,20.9609699249268,21
"1414",2024,36,-89.5636825561523,20.9609699249268,28
"1415",2024,35,-89.5631790161133,20.960765838623,12
"1416",2024,38,-89.5631790161133,20.960765838623,21
"1417",2024,36,-89.5631790161133,20.960765838623,15
"1418",2024,37,-89.5631790161133,20.960765838623,25
"1419",2024,35,-89.5644607543945,20.9575462341309,47
"1420",2024,36,-89.5644607543945,20.9575462341309,19
"1421",2024,37,-89.5644607543945,20.9575462341309,26
"1422",2024,38,-89.5644607543945,20.9575462341309,72
"1423",2024,35,-89.5642471313477,20.9583759307861,29
"1424",2024,38,-89.5642471313477,20.9583759307861,19
"1425",2024,37,-89.5642471313477,20.9583759307861,12
"1426",2024,36,-89.5642471313477,20.9583759307861,193
"1427",2024,35,-89.5638046264648,20.9582595825195,21
"1428",2024,38,-89.5638046264648,20.9582595825195,14
"1429",2024,36,-89.5638046264648,20.9582595825195,12
"1430",2024,37,-89.5638046264648,20.9582595825195,48
"1431",2024,35,-89.5640335083008,20.9574222564697,17
"1432",2024,36,-89.5640335083008,20.9574222564697,37
"1433",2024,37,-89.5640335083008,20.9574222564697,27
"1434",2024,38,-89.5640335083008,20.9574222564697,36
"1451",2024,35,-89.5650329589844,20.9616756439209,72
"1452",2024,38,-89.5650329589844,20.9616756439209,39
"1453",2024,36,-89.5650329589844,20.9616756439209,47
"1454",2024,37,-89.5650329589844,20.9616756439209,115
"1455",2024,35,-89.5657043457031,20.9613037109375,22
"1456",2024,36,-89.5657043457031,20.9613037109375,19
"1457",2024,37,-89.5657043457031,20.9613037109375,9
"1458",2024,38,-89.5657043457031,20.9613037109375,19
"1459",2024,38,-89.566276550293,20.9614276885986,52
"1460",2024,36,-89.566276550293,20.9614276885986,11
"1461",2024,37,-89.566276550293,20.9614276885986,123
"1462",2024,35,-89.5655975341797,20.9619121551514,93
"1463",2024,38,-89.5655975341797,20.9619121551514,42
"1464",2024,36,-89.5655975341797,20.9619121551514,19
"1465",2024,37,-89.5655975341797,20.9619121551514,75
"1514",2024,35,-89.5625610351563,20.9592266082764,28
"1515",2024,37,-89.5625610351563,20.9592266082764,20
"1516",2024,36,-89.5625610351563,20.9592266082764,47
"1517",2024,35,-89.5625915527344,20.9586181640625,59
"1518",2024,38,-89.5625915527344,20.9586181640625,36
"1519",2024,36,-89.5625915527344,20.9586181640625,19
"1520",2024,37,-89.5625915527344,20.9586181640625,14
"1521",2024,35,-89.5622024536133,20.9581623077393,27
"1522",2024,37,-89.5622024536133,20.9581623077393,22
"1523",2024,36,-89.5622024536133,20.9581623077393,38
"1524",2024,38,-89.5622024536133,20.9581623077393,24
"1525",2024,35,-89.5616607666016,20.9588813781738,51
"1526",2024,38,-89.5616607666016,20.9588813781738,75
"1527",2024,36,-89.5616607666016,20.9588813781738,30
"1528",2024,37,-89.5616607666016,20.9588813781738,18
"1717",2024,35,-89.5597457885742,20.9733486175537,56
"1718",2024,38,-89.5597457885742,20.9733486175537,53
"1719",2024,37,-89.5597457885742,20.9733486175537,19
"1720",2024,36,-89.5597457885742,20.9733486175537,12
"1721",2024,35,-89.5602874755859,20.9735126495361,39
"1722",2024,38,-89.5602874755859,20.9735126495361,24
"1723",2024,37,-89.5602874755859,20.9735126495361,49
"1724",2024,36,-89.5602874755859,20.9735126495361,16
"1725",2024,35,-89.5602340698242,20.9738235473633,28
"1726",2024,37,-89.5602340698242,20.9738235473633,13
"1727",2024,36,-89.5602340698242,20.9738235473633,10
"1728",2024,35,-89.559814453125,20.973051071167,47
"1729",2024,37,-89.559814453125,20.973051071167,15
"1730",2024,36,-89.559814453125,20.973051071167,110
"1731",2024,38,-89.559814453125,20.973051071167,19
"1732",2024,35,-89.5615463256836,20.9737815856934,36
"1733",2024,38,-89.5615463256836,20.9737815856934,32
"1734",2024,37,-89.5615463256836,20.9737815856934,46
"1735",2024,36,-89.5615463256836,20.9737815856934,22
"1736",2024,35,-89.5620040893555,20.9735374450684,39
"1737",2024,38,-89.5620040893555,20.9735374450684,21
"1738",2024,37,-89.5620040893555,20.9735374450684,4
"1739",2024,36,-89.5620040893555,20.9735374450684,46
"1740",2024,35,-89.5616302490234,20.9742031097412,28
"1741",2024,38,-89.5616302490234,20.9742031097412,15
"1742",2024,36,-89.5616302490234,20.9742031097412,20
"1743",2024,37,-89.5616302490234,20.9742031097412,39
"1744",2024,35,-89.5620956420898,20.9743423461914,48
"1745",2024,38,-89.5620956420898,20.9743423461914,28
"1746",2024,36,-89.5620956420898,20.9743423461914,0
"1747",2024,37,-89.5620956420898,20.9743423461914,19
"1748",2024,35,-89.5612640380859,20.9758281707764,21
"1749",2024,38,-89.5612640380859,20.9758281707764,9
"1750",2024,37,-89.5612640380859,20.9758281707764,19
"1751",2024,36,-89.5612640380859,20.9758281707764,13
"1752",2024,35,-89.5617599487305,20.9755077362061,29
"1753",2024,38,-89.5617599487305,20.9755077362061,16
"1754",2024,37,-89.5617599487305,20.9755077362061,27
"1755",2024,36,-89.5617599487305,20.9755077362061,19
"1756",2024,35,-89.5616989135742,20.9762992858887,19
"1757",2024,38,-89.5616989135742,20.9762992858887,29
"1758",2024,36,-89.5616989135742,20.9762992858887,46
"1759",2024,37,-89.5616989135742,20.9762992858887,31
"1760",2024,35,-89.5616302490234,20.9762229919434,17
"1761",2024,38,-89.5616302490234,20.9762229919434,42
"1762",2024,37,-89.5616302490234,20.9762229919434,10
"1763",2024,36,-89.5616302490234,20.9762229919434,12
"1764",2024,35,-89.5599822998047,20.9756374359131,29
"1765",2024,38,-89.5599822998047,20.9756374359131,16
"1766",2024,36,-89.5599822998047,20.9756374359131,11
"1767",2024,37,-89.5599822998047,20.9756374359131,19
"1768",2024,35,-89.5600204467773,20.9752292633057,21
"1769",2024,36,-89.5600204467773,20.9752292633057,46
"1770",2024,37,-89.5600204467773,20.9752292633057,38
"1771",2024,38,-89.5600204467773,20.9752292633057,21
"1772",2024,35,-89.5599899291992,20.9754505157471,31
"1773",2024,38,-89.5599899291992,20.9754505157471,21
"1774",2024,37,-89.5599899291992,20.9754505157471,25
"1775",2024,36,-89.5599899291992,20.9754505157471,21
"1776",2024,35,-89.5599670410156,20.9757690429688,17
"1777",2024,38,-89.5599670410156,20.9757690429688,32
"1778",2024,37,-89.5599670410156,20.9757690429688,23
"1779",2024,36,-89.5599670410156,20.9757690429688,15
"1780",2024,35,-89.5577850341797,20.9711818695068,55
"1781",2024,37,-89.5577850341797,20.9711818695068,0
"1782",2024,36,-89.5577850341797,20.9711818695068,13
"1783",2024,38,-89.5577850341797,20.9711818695068,13
"1784",2024,35,-89.5582504272461,20.9707813262939,38
"1785",2024,38,-89.5582504272461,20.9707813262939,9
"1786",2024,36,-89.5582504272461,20.9707813262939,14
"1787",2024,37,-89.5582504272461,20.9707813262939,31
"1788",2024,35,-89.5579376220703,20.9715785980225,36
"1789",2024,36,-89.5579376220703,20.9715785980225,21
"1790",2024,37,-89.5579376220703,20.9715785980225,83
"1791",2024,38,-89.5579376220703,20.9715785980225,29
"1792",2024,35,-89.5583953857422,20.9716129302979,13
"1793",2024,37,-89.5583953857422,20.9716129302979,67
"1794",2024,36,-89.5583953857422,20.9716129302979,19
"1795",2024,38,-89.5583953857422,20.9716129302979,42
"1796",2024,35,-89.556022644043,20.9709720611572,31
"1797",2024,38,-89.556022644043,20.9709720611572,15
"1798",2024,36,-89.556022644043,20.9709720611572,48
"1799",2024,37,-89.556022644043,20.9709720611572,29
"1800",2024,35,-89.5560302734375,20.9708118438721,15
"1801",2024,36,-89.5560302734375,20.9708118438721,13
"1802",2024,37,-89.5560302734375,20.9708118438721,33
"1803",2024,38,-89.5560302734375,20.9708118438721,9
"1804",2024,35,-89.5568542480469,20.9711036682129,24
"1805",2024,38,-89.5568542480469,20.9711036682129,24
"1806",2024,37,-89.5568542480469,20.9711036682129,12
"1807",2024,36,-89.5568542480469,20.9711036682129,36
"1808",2024,35,-89.5564956665039,20.9706249237061,65
"1809",2024,38,-89.5564956665039,20.9706249237061,19
"1810",2024,37,-89.5564956665039,20.9706249237061,44
"1811",2024,36,-89.5564956665039,20.9706249237061,18
"1812",2024,35,-89.5580368041992,20.9738922119141,121
"1813",2024,38,-89.5580368041992,20.9738922119141,36
"1814",2024,37,-89.5580368041992,20.9738922119141,72
"1815",2024,36,-89.5580368041992,20.9738922119141,48
"1816",2024,35,-89.5584259033203,20.9740791320801,21
"1817",2024,38,-89.5584259033203,20.9740791320801,12
"1818",2024,36,-89.5584259033203,20.9740791320801,16
"1819",2024,37,-89.5584259033203,20.9740791320801,28
"1820",2024,35,-89.5583114624023,20.9744167327881,29
"1821",2024,38,-89.5583114624023,20.9744167327881,21
"1822",2024,37,-89.5583114624023,20.9744167327881,55
"1823",2024,36,-89.5583114624023,20.9744167327881,13
"1824",2024,35,-89.5577392578125,20.973970413208,79
"1825",2024,36,-89.5577392578125,20.973970413208,111
"1826",2024,37,-89.5577392578125,20.973970413208,67
"1827",2024,38,-89.5577392578125,20.973970413208,52
"1828",2024,35,-89.5605697631836,20.9715213775635,71
"1829",2024,38,-89.5605697631836,20.9715213775635,19
"1830",2024,36,-89.5605697631836,20.9715213775635,24
"1831",2024,37,-89.5605697631836,20.9715213775635,29
"1832",2024,35,-89.5601196289063,20.9718246459961,31
"1833",2024,38,-89.5601196289063,20.9718246459961,36
"1834",2024,36,-89.5601196289063,20.9718246459961,62
"1835",2024,37,-89.5601196289063,20.9718246459961,18
"1836",2024,35,-89.5598449707031,20.971565246582,29
"1837",2024,37,-89.5598449707031,20.971565246582,31
"1838",2024,38,-89.5598449707031,20.971565246582,12
"1839",2024,36,-89.5598449707031,20.971565246582,21
"1840",2024,35,-89.5598907470703,20.9711132049561,21
"1841",2024,38,-89.5598907470703,20.9711132049561,21
"1842",2024,36,-89.5598907470703,20.9711132049561,18
"1843",2024,37,-89.5598907470703,20.9711132049561,49
"1844",2024,35,-89.5620880126953,20.9714965820313,29
"1845",2024,38,-89.5620880126953,20.9714965820313,3
"1846",2024,36,-89.5620880126953,20.9714965820313,39
"1847",2024,37,-89.5620880126953,20.9714965820313,21
"1848",2024,35,-89.5625610351563,20.9716243743896,26
"1849",2024,38,-89.5625610351563,20.9716243743896,15
"1850",2024,37,-89.5625610351563,20.9716243743896,19
"1851",2024,36,-89.5625610351563,20.9716243743896,129
"1852",2024,35,-89.5622024536133,20.9723281860352,18
"1853",2024,38,-89.5622024536133,20.9723281860352,46
"1854",2024,37,-89.5622024536133,20.9723281860352,37
"1855",2024,36,-89.5622024536133,20.9723281860352,13
"1856",2024,35,-89.5626373291016,20.972038269043,15
"1857",2024,38,-89.5626373291016,20.972038269043,8
"1858",2024,37,-89.5626373291016,20.972038269043,19
"1859",2024,36,-89.5626373291016,20.972038269043,34
"1860",2024,37,-89.5642547607422,20.9728031158447,0
"1861",2024,36,-89.5642547607422,20.9728031158447,0
"1862",2024,37,-89.5648880004883,20.9725494384766,0
"1863",2024,36,-89.5648880004883,20.9725494384766,0
"1864",2024,37,-89.5638732910156,20.9723587036133,0
"1865",2024,36,-89.5638732910156,20.9723587036133,0
"1866",2024,36,-89.5638427734375,20.9726943969727,0
"1867",2024,37,-89.5638427734375,20.9726943969727,0
"1868",2024,37,-89.5646133422852,20.9742641448975,0
"1869",2024,36,-89.5646133422852,20.9742641448975,0
"1870",2024,37,-89.5638809204102,20.9739570617676,0
"1871",2024,36,-89.5638809204102,20.9739570617676,0
"1872",2024,36,-89.5644302368164,20.974100112915,0
"1873",2024,37,-89.5644302368164,20.974100112915,0
"1874",2024,36,-89.5635833740234,20.9746227264404,0
"1875",2024,37,-89.5635833740234,20.9746227264404,0
"1876",2024,36,-89.5635375976563,20.9767284393311,0
"1877",2024,37,-89.5635375976563,20.9767284393311,1
"1878",2024,36,-89.564094543457,20.9768562316895,0
"1879",2024,37,-89.564094543457,20.9768562316895,0
"1880",2024,36,-89.5642700195313,20.9766654968262,0
"1881",2024,37,-89.5642700195313,20.9766654968262,0
"1882",2024,37,-89.5633697509766,20.975959777832,0
"1883",2024,36,-89.5633697509766,20.975959777832,0
"1900",2024,35,-89.556022644043,20.9743423461914,42
"1901",2024,36,-89.556022644043,20.9743423461914,19
"1902",2024,38,-89.556022644043,20.9743423461914,32
"1903",2024,37,-89.556022644043,20.9743423461914,28
"1904",2024,35,-89.5556182861328,20.9747695922852,10
"1905",2024,38,-89.5556182861328,20.9747695922852,19
"1906",2024,37,-89.5556182861328,20.9747695922852,33
"1907",2024,36,-89.5556182861328,20.9747695922852,31
"1908",2024,35,-89.5559768676758,20.9750537872314,49
"1909",2024,38,-89.5559768676758,20.9750537872314,8
"1910",2024,36,-89.5559768676758,20.9750537872314,19
"1911",2024,37,-89.5559768676758,20.9750537872314,38
"1912",2024,35,-89.5559234619141,20.9743633270264,46
"1913",2024,38,-89.5559234619141,20.9743633270264,51
"1914",2024,37,-89.5559234619141,20.9743633270264,31
"1915",2024,36,-89.5559234619141,20.9743633270264,26
"1916",2024,35,-89.5583877563477,20.9758701324463,55
"1917",2024,38,-89.5583877563477,20.9758701324463,9
"1918",2024,37,-89.5583877563477,20.9758701324463,22
"1919",2024,36,-89.5583877563477,20.9758701324463,17
"1920",2024,35,-89.5580596923828,20.9755935668945,51
"1921",2024,38,-89.5580596923828,20.9755935668945,32
"1922",2024,37,-89.5580596923828,20.9755935668945,28
"1923",2024,36,-89.5580596923828,20.9755935668945,14
"1924",2024,35,-89.5580673217773,20.9762954711914,76
"1925",2024,37,-89.5580673217773,20.9762954711914,15
"1926",2024,36,-89.5580673217773,20.9762954711914,22
"1927",2024,38,-89.5576934814453,20.9760818481445,24
"1928",2024,37,-89.5576934814453,20.9760818481445,65
"1929",2024,36,-89.5576934814453,20.9760818481445,0
"1930",2024,37,-89.5653228759766,20.9695377349854,0
"1931",2024,36,-89.5653228759766,20.9695377349854,0
"1932",2024,36,-89.5642700195313,20.9696044921875,0
"1933",2024,37,-89.5642700195313,20.9696044921875,0
"1934",2024,36,-89.5643615722656,20.9691505432129,0
"1935",2024,37,-89.5643615722656,20.9691505432129,0
"1936",2024,37,-89.5652770996094,20.9694881439209,0
"1937",2024,36,-89.5652770996094,20.9694881439209,0
"1938",2024,35,-89.5629348754883,20.9700050354004,9
"1939",2024,38,-89.5629348754883,20.9700050354004,24
"1940",2024,37,-89.5629348754883,20.9700050354004,39
"1941",2024,36,-89.5629348754883,20.9700050354004,23
"1942",2024,35,-89.5624923706055,20.9703483581543,12
"1943",2024,37,-89.5624923706055,20.9703483581543,18
"1944",2024,36,-89.5624923706055,20.9703483581543,31
"1945",2024,38,-89.5624923706055,20.9703483581543,51
"1946",2024,35,-89.5627746582031,20.9696102142334,13
"1947",2024,38,-89.5627746582031,20.9696102142334,24
"1948",2024,37,-89.5627746582031,20.9696102142334,36
"1949",2024,36,-89.5627746582031,20.9696102142334,8
"1950",2024,35,-89.5620803833008,20.9701709747314,28
"1951",2024,38,-89.5620803833008,20.9701709747314,36
"1952",2024,37,-89.5620803833008,20.9701709747314,42
"1953",2024,36,-89.5620803833008,20.9701709747314,63
"1954",2024,35,-89.5563659667969,20.9728813171387,21
"1955",2024,36,-89.5563659667969,20.9728813171387,27
"1956",2024,37,-89.5563659667969,20.9728813171387,81
"1957",2024,38,-89.5563659667969,20.9728813171387,13
"1958",2024,35,-89.5563354492188,20.9726066589355,55
"1959",2024,36,-89.5563354492188,20.9726066589355,29
"1960",2024,37,-89.5563354492188,20.9726066589355,42
"1961",2024,38,-89.5563354492188,20.9726066589355,19
"1962",2024,35,-89.556022644043,20.9724998474121,44
"1963",2024,38,-89.556022644043,20.9724998474121,38
"1964",2024,37,-89.556022644043,20.9724998474121,59
"1965",2024,36,-89.556022644043,20.9724998474121,35
"1966",2024,35,-89.5559463500977,20.973051071167,36
"1967",2024,36,-89.5559463500977,20.973051071167,21
"1968",2024,37,-89.5559463500977,20.973051071167,55
"1969",2024,38,-89.5559463500977,20.973051071167,25
"2221",2024,35,-89.636642665,21.036274669,16
"2222",2024,38,-89.636642665,21.036274669,7
"2223",2024,36,-89.636642665,21.036274669,31
"2224",2024,37,-89.636642665,21.036274669,41
"2225",2024,35,-89.636707038,21.035448548,0
"2226",2024,36,-89.636707038,21.035448548,7
"2227",2024,38,-89.636707038,21.035448548,37
"2228",2024,37,-89.636707038,21.035448548,2
"2229",2024,35,-89.636074036,21.036339042,15
"2230",2024,38,-89.636074036,21.036339042,22
"2231",2024,36,-89.636074036,21.036339042,34
"2232",2024,37,-89.636074036,21.036339042,47
"2233",2024,35,-89.636170596,21.03534126,14
"2234",2024,36,-89.636170596,21.03534126,18
"2235",2024,37,-89.636170596,21.03534126,67
"2236",2024,38,-89.636170596,21.03534126,0
"2237",2024,35,-89.639993825,21.033758175,8
"2238",2024,38,-89.639993825,21.033758175,7
"2239",2024,37,-89.639993825,21.033758175,25
"2240",2024,36,-89.639993825,21.033758175,22
"2241",2024,35,-89.639854689,21.033758542,13
"2242",2024,37,-89.639854689,21.033758542,17
"2243",2024,36,-89.639854689,21.033758542,7
"2244",2024,38,-89.639854689,21.033758542,16
"2245",2024,35,-89.639607925,21.03404822,9
"2246",2024,38,-89.639607925,21.03404822,0
"2247",2024,37,-89.639607925,21.03404822,90
"2248",2024,36,-89.639607925,21.03404822,38
"2249",2024,35,-89.639981806,21.034037875,18
"2250",2024,37,-89.639981806,21.034037875,48
"2251",2024,36,-89.639981806,21.034037875,14
"2252",2024,38,-89.639981806,21.034037875,0
"2253",2024,35,-89.632715213,21.031702913,73
"2254",2024,36,-89.632715213,21.031702913,18
"2255",2024,35,-89.63200711,21.030984081,22
"2256",2024,37,-89.63200711,21.030984081,30
"2257",2024,36,-89.63200711,21.030984081,35
"2258",2024,38,-89.63200711,21.030984081,19
"2259",2024,35,-89.632843959,21.030951895,0
"2260",2024,38,-89.632843959,21.030951895,3
"2261",2024,37,-89.632843959,21.030951895,21
"2262",2024,36,-89.632843959,21.030951895,64
"2263",2024,35,-89.6321029663086,21.0317249298096,18
"2264",2024,38,-89.6321029663086,21.0317249298096,4
"2265",2024,37,-89.6321029663086,21.0317249298096,22
"2266",2024,36,-89.6321029663086,21.0317249298096,11
"2267",2024,35,-89.649987294,21.040538794,14
"2268",2024,37,-89.649987294,21.040538794,29
"2269",2024,36,-89.649987294,21.040538794,16
"2270",2024,38,-89.649987294,21.040538794,13
"2271",2024,35,-89.649826361,21.04084993,9
"2272",2024,38,-89.649826361,21.04084993,0
"2273",2024,36,-89.649826361,21.04084993,68
"2274",2024,37,-89.649826361,21.04084993,71
"2275",2024,35,-89.648796393,21.040463692,37
"2276",2024,38,-89.648796393,21.040463692,16
"2277",2024,37,-89.648796393,21.040463692,45
"2278",2024,36,-89.648796393,21.040463692,19
"2279",2024,35,-89.648968054,21.040152556,66
"2280",2024,38,-89.648968054,21.040152556,0
"2281",2024,37,-89.648968054,21.040152556,64
"2282",2024,36,-89.648968054,21.040152556,4
"2283",2024,35,-89.63389148,21.027786551,9
"2284",2024,38,-89.63389148,21.027786551,18
"2285",2024,36,-89.63389148,21.027786551,89
"2286",2024,37,-89.63389148,21.027786551,36
"2287",2024,35,-89.6331176757813,21.0274925231934,99
"2288",2024,37,-89.6331176757813,21.0274925231934,6
"2289",2024,36,-89.6331176757813,21.0274925231934,58
"2290",2024,38,-89.6331176757813,21.0274925231934,5
"2291",2024,35,-89.6333160400391,21.0273284912109,35
"2292",2024,36,-89.6333160400391,21.0273284912109,61
"2293",2024,37,-89.6333160400391,21.0273284912109,100
"2294",2024,38,-89.6333160400391,21.0273284912109,32
"2295",2024,35,-89.6337356567383,21.0274066925049,29
"2296",2024,38,-89.6337356567383,21.0274066925049,4
"2297",2024,36,-89.6337356567383,21.0274066925049,79
"2298",2024,37,-89.6337356567383,21.0274066925049,29
"2299",2024,35,-89.635804986,21.031981844,0
"2300",2024,38,-89.635804986,21.031981844,7
"2301",2024,36,-89.635804986,21.031981844,31
"2302",2024,37,-89.635804986,21.031981844,25
"2303",2024,35,-89.636437988,21.032056946,16
"2304",2024,38,-89.636437988,21.032056946,22
"2305",2024,36,-89.636437988,21.032056946,0
"2306",2024,37,-89.636437988,21.032056946,30
"2307",2024,35,-89.635815715,21.030941147,13
"2308",2024,38,-89.635815715,21.030941147,0
"2309",2024,37,-89.635815715,21.030941147,35
"2310",2024,36,-89.635815715,21.030941147,19
"2311",2024,35,-89.6362152099609,21.0318870544434,14
"2312",2024,38,-89.6362152099609,21.0318870544434,0
"2313",2024,37,-89.6362152099609,21.0318870544434,28
"2314",2024,36,-89.6362152099609,21.0318870544434,7
"2315",2024,35,-89.6333766,21.024535667,31
"2316",2024,38,-89.6333766,21.024535667,29
"2317",2024,36,-89.6333766,21.024535667,58
"2318",2024,37,-89.6333766,21.024535667,38
"2319",2024,35,-89.632883073,21.024310361,11
"2320",2024,38,-89.632883073,21.024310361,19
"2321",2024,37,-89.632883073,21.024310361,26
"2322",2024,36,-89.632883073,21.024310361,61
"2323",2024,35,-89.6326293945313,21.0247020721436,42
"2324",2024,38,-89.6326293945313,21.0247020721436,3
"2325",2024,36,-89.6326293945313,21.0247020721436,39
"2326",2024,37,-89.6326293945313,21.0247020721436,67
"2327",2024,35,-89.6330261230469,21.0250968933105,61
"2328",2024,36,-89.6330261230469,21.0250968933105,47
"2329",2024,37,-89.6330261230469,21.0250968933105,0
"2330",2024,38,-89.6330261230469,21.0250968933105,26
"2331",2024,35,-89.63714,21.02575,5
"2332",2024,37,-89.63714,21.02575,6
"2333",2024,36,-89.63714,21.02575,66
"2334",2024,38,-89.63714,21.02575,81
"2335",2024,35,-89.6371,21.02622,55
"2336",2024,38,-89.6371,21.02622,51
"2337",2024,37,-89.6371,21.02622,2
"2338",2024,36,-89.6371,21.02622,77
"2339",2024,38,-89.6375579833984,21.0258560180664,49
"2340",2024,36,-89.6375579833984,21.0258560180664,58
"2341",2024,37,-89.6375579833984,21.0258560180664,3
"2342",2024,35,-89.6375045776367,21.0263538360596,30
"2343",2024,37,-89.6375045776367,21.0263538360596,12
"2344",2024,36,-89.6375045776367,21.0263538360596,39
"2345",2024,38,-89.6375045776367,21.0263538360596,45
"2346",2024,35,-89.634996677,21.025511861,52
"2347",2024,38,-89.634996677,21.025511861,14
"2348",2024,36,-89.634996677,21.025511861,121
"2349",2024,37,-89.634996677,21.025511861,8
